Item,Arousal.Mean,Arousal.SD,Arousal.N,Arousal.Min,Arousal.Max,Arousal.Unknown,Concreteness.Mean,Concreteness.SD,Concreteness.N,Concreteness.Min,Concreteness.Max,Concreteness.Unknown,Embodiment.Mean,Embodiment.SD,Embodiment.N,Embodiment.Min,Embodiment.Max,Embodiment.Unknown,Imageability.Mean,Imageability.SD,Imageability.N,Imageability.Min,Imageability.Max,Imageability.Unknown,Valence.Mean,Valence.SD,Valence.N,Valence.Min,Valence.Max,Valence.Unknown
assume,4.62,1.5,21,1,7,NA,1.83,1.07,29,1,5,NA,2.82,1.7,28,1,7,NA,2.62,1.64,32,1,7,NA,3.91,1.06,32,1,6,NA
assumed,4.67,1.46,18,1,7,NA,2.64,1.31,28,1,5,NA,2.48,1.76,25,1,6,NA,2.62,2.13,29,1,7,NA,4,1.44,30,1,7,NA
assuming,4.57,1.43,21,1,7,NA,1.69,0.85,29,1,4,NA,3.04,1.93,28,1,7,NA,2.62,1.6,32,1,6,NA,4.03,1.38,32,1,6,NA
assure,2.68,1.49,19,1,6,NA,2.19,1.04,27,1,4,NA,2.92,1.5,24,1,5,NA,3.36,1.75,25,1,7,NA,7.87,1.07,30,6,9,NA
assured,2.53,2.09,19,1,8,NA,2.09,1.24,23,1,5,NA,3.22,2.04,27,1,7,NA,2.72,1.51,25,1,6,NA,7.69,1.28,29,5,9,1
assuring,2.6,2.41,20,1,9,NA,2.2,1.38,25,1,5,NA,2.79,1.77,24,1,7,NA,2.92,1.63,25,1,6,NA,7.86,1.25,29,4,9,NA
astonish,6.94,2.01,18,2,9,NA,2.41,1.5,27,1,5,NA,4.12,2.31,24,1,7,NA,4.05,2.24,22,1,7,NA,6.71,1.7,28,3,9,NA
astound,6.55,1.68,22,2,9,3,2.04,1.2,28,1,5,NA,3.21,2,24,1,7,2,3.21,2.17,28,1,7,NA,6.57,1.5,30,4,9,2
astounded,7.7,1.63,20,3,9,NA,2.48,1.56,25,1,5,NA,3.62,2.22,24,1,7,NA,4.32,2.04,25,1,7,NA,6.52,1.38,29,4,9,NA
ate,4.67,2.11,18,1,9,NA,4.64,0.76,25,2,5,NA,6.49,0.89,49,3,7,NA,6.2,1.27,30,1,7,NA,6.88,1.68,34,3,9,NA
atomize,5.19,1.83,16,1,8,5,2.06,1.34,17,1,5,8,2.56,2.04,18,1,7,8,2.82,2.19,17,1,7,8,4.75,0.85,20,2,6,9
atone,4.94,1.57,16,1,8,8,2.29,1.31,21,1,5,8,3.56,1.95,18,1,7,9,2.91,1.93,22,1,7,6,4.9,1.45,21,2,8,9
atrophy,5.75,1.54,12,4,9,6,3,1.53,19,1,5,8,4.5,2.07,18,1,7,6,3.47,1.59,17,1,6,5,3.38,1.5,21,1,5,7
attached,5.47,2.18,17,1,9,NA,3.38,1.24,24,1,5,1,NA,NA,NA,NA,NA,NA,5.11,1.59,28,1,7,NA,5.72,1.41,29,3,9,NA
attain,5.29,1.76,24,1,8,NA,3,1.2,29,1,5,NA,3.63,1.82,27,1,7,NA,3.57,1.79,28,1,7,NA,6.72,1.31,29,4,9,NA
attempted,5.29,1.31,21,3,8,NA,2.76,1.42,25,1,5,NA,3.19,2.04,26,1,7,NA,4.15,2.01,26,1,7,NA,5.62,1.47,29,3,9,NA
attend,5.1,2.12,21,1,9,NA,3.3,1.36,23,1,5,NA,4.46,2.32,26,1,7,NA,3.73,2.03,26,1,7,NA,5.43,1.35,28,1,9,NA
attenuate,6.17,0.75,6,5,7,9,2.11,0.93,9,1,4,16,2.78,1.48,9,1,5,17,2.75,1.66,12,1,5,19,4.91,0.7,11,4,6,21
attest,5.82,1.7,17,2,9,2,2.19,1.25,21,1,5,3,3.5,2.07,18,1,7,3,2.79,2.04,24,1,7,5,5,1.39,27,1,9,2
attract,7.33,1.14,18,6,9,NA,2.88,1.11,26,1,5,NA,4.71,1.74,21,1,7,NA,4.84,1.75,25,1,7,NA,7.47,1.66,30,1,9,NA
attuned,4.12,1.69,17,1,7,8,2.1,1.3,21,1,5,7,2.75,2.14,16,1,7,10,2.63,2.09,19,1,7,9,5.33,1.02,21,3,8,11
augment,4.62,1.75,16,1,7,5,1.95,1.02,21,1,4,4,2.67,2.03,21,1,7,5,2.86,1.96,21,1,7,4,5.35,2.44,23,1,9,6
augmented,5.94,1.39,18,3,9,5,2.1,1.3,21,1,5,5,2.65,1.76,20,1,7,5,3.58,2.48,19,1,7,5,5.58,1.18,24,4,9,7
authenticate,4.44,1.72,18,1,8,NA,2.38,1.39,26,1,5,1,3.21,1.91,24,1,7,NA,2.55,1.68,22,1,7,NA,5.82,1.22,28,5,9,NA
authorize,4.56,1.82,18,1,7,NA,2.37,1.31,27,1,5,NA,3.29,1.73,24,1,7,NA,2.64,1.53,22,1,5,NA,5.71,1.27,28,4,9,NA
authorized,5.37,2.36,19,1,9,NA,2.39,1.42,28,1,5,NA,2.41,1.55,27,1,7,NA,3.41,1.89,27,1,6,NA,5.37,1.71,30,2,9,NA
automate,4.48,2.11,21,1,8,2,2.78,1.35,23,1,5,3,2.6,1.76,25,1,6,3,3.78,2.26,23,1,7,3,4.91,1.68,23,1,8,5
avenge,6.65,2.03,17,1,9,NA,2.52,1.39,25,1,5,NA,NA,NA,NA,NA,NA,NA,3.29,2.16,28,1,7,NA,3.9,1.57,29,1,7,NA
avert,5.29,1.63,24,3,9,2,2.55,1.23,20,1,5,4,4.14,1.77,21,1,7,1,2.91,1.57,22,1,6,4,4.32,0.9,25,2,5,4
averted,5.22,1.65,23,1,8,1,2.31,1.09,26,1,5,3,2.96,1.58,23,1,6,4,3.3,1.84,23,1,7,5,4.11,1.09,27,1,6,3
avoid,6.48,1.78,21,4,9,NA,3.59,1.32,29,1,5,NA,4.39,1.81,28,1,7,NA,5,1.83,32,1,7,NA,2.94,1.34,32,1,6,NA
avow,5,2.38,7,1,9,13,1.67,0.89,12,1,4,13,2.89,1.83,9,1,5,15,2.8,1.99,10,1,7,15,5.64,1.55,14,3,9,15
await,5.06,2.07,18,2,9,NA,2.89,1.37,28,1,5,NA,3.24,1.96,25,1,7,NA,3.58,1.95,31,1,7,NA,4.94,0.9,33,3,7,NA
awaken,5.12,2.09,17,1,9,NA,3.96,1.31,25,1,5,NA,NA,NA,NA,NA,NA,NA,6,1.12,28,3,7,NA,6.07,1.96,29,1,9,NA
awoke,4.94,2.39,18,1,9,NA,4.04,1.25,26,1,5,1,5.96,1.6,24,1,7,NA,5.86,1.52,22,1,7,NA,5.54,1.48,28,3,9,NA
backed,4.56,1.85,18,1,9,2,3.18,1.37,22,1,5,2,3.76,1.96,25,1,7,NA,3.15,1.73,27,1,7,1,5.85,1.68,27,4,9,3
backfire,7.08,0.95,13,5,9,NA,2.5,1.61,26,1,5,NA,2.48,1.5,23,1,6,NA,3.89,2.1,28,1,7,NA,2.42,1.28,24,1,5,NA
backpedal,4.94,1.43,18,2,7,3,3.35,1.39,20,1,5,5,3.72,2.48,25,1,7,1,4.88,1.9,24,1,7,1,3.88,1.51,25,1,7,4
backtrack,4.95,1.54,19,1,9,NA,3.04,1.22,23,1,5,NA,4,2.04,27,1,7,NA,4,1.87,25,1,7,NA,3.93,1.2,30,1,5,NA
bade,4.44,2.3,9,1,7,8,2.29,1.38,14,1,5,10,2.6,1.3,15,1,5,10,1.71,0.83,14,1,3,14,5,1.41,18,3,9,11
baffle,5.79,2.07,19,2,9,2,2.61,1.47,23,1,5,2,3.71,2.46,24,1,7,2,4.92,1.86,24,1,7,1,4.52,1.4,27,1,8,2
baffled,6.6,1.57,20,3,9,NA,2.81,1.42,27,1,5,NA,4.19,1.99,21,1,7,NA,4.78,1.73,23,1,7,1,3.93,1.31,29,2,8,1
bagged,3.94,2.26,16,1,9,NA,3.68,1.44,25,1,5,NA,3.42,2.17,24,1,7,NA,4.83,2.1,23,1,7,NA,5,0.82,28,3,7,NA
balk,5.5,2.81,6,1,9,10,2.69,1.6,13,1,5,12,3.54,2.44,13,1,7,11,2.87,2.23,15,1,7,8,3.85,1.34,13,1,5,15
bamboozle,7.25,2.02,16,1,9,2,2.52,1.45,25,1,5,3,2.91,1.7,23,1,7,2,3.68,2.14,25,1,7,4,4.59,2.36,27,1,9,3
banded,5.24,1.44,17,1,8,1,2.64,1.14,22,1,5,6,3.38,1.88,24,1,7,1,4,2.02,22,1,7,7,4.56,1.23,25,1,6,5
banding,4.6,0.7,10,3,5,9,2.28,1.02,18,1,4,9,2.56,1.55,16,1,6,8,3.31,2.06,16,1,7,9,5.47,1.5,19,3,9,11
banging,7.05,1.39,19,5,9,NA,4.32,0.9,28,1,5,NA,5.44,1.92,25,1,7,NA,6.16,1.68,31,1,7,NA,4.76,2.35,33,1,9,NA
banish,6.79,1.36,19,4,9,NA,2.87,0.97,23,1,5,NA,3.59,1.97,27,1,7,NA,5.04,1.51,25,1,7,NA,2.6,1.67,30,1,8,NA
banked,4.88,1.36,17,1,8,1,2.72,1.24,25,1,5,3,2.22,1.35,23,1,6,2,3.92,1.91,24,1,7,5,5.46,1.48,26,3,9,4
bankroll,5.17,0.94,12,3,7,6,2.67,1.39,21,1,5,6,2.89,1.91,19,1,7,5,4,2.19,16,1,7,6,5.43,1.8,23,1,9,5
banning,6,1.67,21,3,9,NA,2.57,1.32,28,1,5,1,2.18,1.72,28,1,7,NA,3.15,2.13,27,1,7,1,3.09,1.18,33,1,5,NA
baptize,4.39,1.34,23,1,7,NA,3.62,1.39,26,1,5,NA,4.92,1.75,25,1,7,NA,5.92,1.28,24,3,7,NA,5.68,1.8,31,1,9,NA
barnstorm,6.12,1.73,8,4,9,13,3,1.55,11,1,5,16,1.9,1.91,10,1,7,18,3.82,2.4,11,1,7,16,4.5,1.45,12,1,6,16
based,4.12,1.5,17,1,5,2,1.84,1.07,25,1,4,2,1.61,0.94,23,1,4,1,1.54,0.98,24,1,5,1,5.03,1.15,29,1,9,1
bask,4.17,3.03,18,1,9,1,3.12,1.42,26,1,5,2,5.08,1.82,25,1,7,3,5.08,2.28,26,1,7,1,7.19,1.47,26,4,9,4
bastardize,6.31,1.8,13,4,9,2,2.19,1.17,16,1,5,7,2.68,1.78,22,1,7,5,2.37,1.83,19,1,7,8,3.24,1.87,21,1,8,7
baste,3.5,1.37,16,1,5,5,3.55,1.32,20,1,5,9,3.38,2.13,21,1,7,7,5.22,1.9,18,1,7,10,4.95,1.7,22,1,9,11
battered,6.55,1.64,20,2,9,2,4.04,0.95,24,2,5,2,4.25,1.97,20,1,7,3,5.74,1.48,23,2,7,1,2.52,1.36,25,1,5,4
battering,6.67,1.85,18,3,9,2,3.68,1.04,22,2,5,2,4.52,2.19,23,1,7,2,4.38,1.86,24,1,7,4,3.35,1.41,26,1,6,4
beautify,6.16,2.52,19,1,9,NA,2.84,1.31,25,1,5,NA,4.3,2.03,23,1,7,NA,5.04,1.88,28,1,7,NA,7.59,1.19,27,5,9,NA
became,4.5,1.92,18,1,7,NA,2.15,1.29,26,1,5,NA,3.48,1.65,23,1,7,NA,2.83,1.88,24,1,6,NA,5.89,1.53,27,3,9,NA
beckon,5.58,1.46,19,4,8,2,3.4,1.27,20,1,5,3,4.46,2.15,24,1,7,2,4.77,1.9,22,1,7,3,5.04,1.57,25,1,9,3
beckoning,5.6,1.55,15,3,9,3,3.4,1.43,20,1,5,7,4.88,1.9,17,2,7,7,3.61,2.09,18,1,7,4,5,1.25,24,2,8,4
become,5.42,1.92,19,1,9,NA,2.25,1.48,28,1,5,NA,2.92,2.27,25,1,7,NA,2.35,1.66,31,1,6,NA,5.94,1.01,32,5,8,NA
becomes,4.68,1.7,22,1,9,1,2,1.12,25,1,4,1,3.21,2.11,28,1,7,NA,2.5,1.5,24,1,5,1,6.04,1.37,27,5,9,1
bedded,3.61,1.72,18,1,6,3,3,1.11,19,1,5,6,3.09,2.02,22,1,7,5,4.14,1.88,21,1,7,5,4.86,1.28,21,1,7,8
been,4.33,1.5,18,1,6,NA,2.15,1.35,27,1,5,NA,2.08,1.38,24,1,6,NA,2.05,1.25,22,1,4,NA,5,0.27,28,4,6,NA
befall,5.47,0.9,19,4,8,2,2,0.97,18,1,4,5,2.6,1.35,20,1,5,6,2.29,1.27,21,1,5,4,3.79,1.61,24,1,7,4
befoul,5.6,1.26,10,5,9,8,2.29,1.4,17,1,5,10,2.93,1.33,15,1,6,9,2.4,1.45,15,1,5,7,3,1.6,19,1,7,9
befriend,6.26,1.73,19,3,9,NA,2.91,1.24,23,1,5,NA,4.3,2.07,27,1,7,NA,5.24,1.76,25,1,7,NA,7.77,1.7,30,2,9,NA
beget,4.8,1.55,10,1,7,15,2.14,1.07,7,1,4,21,3.17,2.41,12,1,7,14,2.31,1.84,13,1,6,15,4.93,0.73,14,4,7,18
begrudge,6.05,1.75,19,1,9,2,1.59,0.67,22,1,3,5,3.24,1.73,21,1,7,7,2.9,1.97,21,1,7,6,2.88,1.33,25,1,5,3
beguile,5.75,1.73,16,3,9,5,2.46,1.27,13,1,5,12,3.86,1.88,14,1,7,13,3.53,2.26,15,1,7,11,4.33,1.78,18,1,7,11
begun,6,2,16,1,9,NA,2.08,1.32,25,1,5,NA,2.08,1.44,24,1,6,NA,2.57,1.56,23,1,6,NA,6.25,1.35,28,5,9,NA
behave,3.89,1.56,19,1,6,NA,2.96,1.15,23,1,5,NA,4.78,1.89,27,1,7,NA,4,2.02,25,1,7,NA,5.87,1.36,30,3,9,NA
behead,7.36,1.47,22,5,9,1,4.12,1.31,26,1,5,NA,5.84,1.11,25,4,7,NA,6.5,0.78,24,5,7,NA,1.97,1.47,31,1,6,NA
beheld,4.83,2.5,18,1,9,1,2.56,1.23,25,1,5,3,2.54,1.74,24,1,7,3,2.72,1.65,25,1,5,2,5.44,1.48,27,2,9,3
behold,4,2.39,16,1,9,1,2.87,1.46,23,1,5,1,3,1.82,24,1,7,1,3.15,1.9,27,1,7,1,5.75,1.55,28,1,9,1
believe,5.6,2.35,15,1,9,NA,1.87,1.18,23,1,5,NA,2.74,1.56,27,1,6,NA,3.52,2.05,27,1,7,NA,7,1.66,28,3,9,NA
believing,3.52,2.46,21,1,9,NA,1.59,0.73,22,1,3,NA,3.67,2.28,24,1,7,NA,3.23,1.74,30,1,6,NA,7.66,1.54,29,4,9,NA
belittle,6.71,1.59,21,2,9,NA,2.17,1.11,23,1,5,NA,3.24,1.83,25,1,7,1,3.68,2.19,25,1,7,1,2.19,1.39,27,1,5,1
belted,6.65,1.73,17,4,9,3,4.09,0.97,22,2,5,4,4.35,2.14,23,1,7,3,5.3,2.01,23,1,7,2,5,1.57,22,2,9,4
bemoan,5.11,1.62,9,3,8,11,2.6,1.43,10,1,5,14,3.31,2.32,13,1,7,12,3.58,2.02,12,1,7,16,2.92,1.56,12,1,5,18
bended,5.05,1.88,21,1,9,NA,4.17,0.96,24,1,5,1,4.74,1.85,27,1,7,NA,6,1.2,26,3,7,NA,4.79,1.37,28,2,9,1
bending,5.95,1.39,20,4,9,NA,4.68,0.69,25,2,5,NA,5.71,1.81,24,1,7,NA,6.72,0.68,25,5,7,NA,4.9,0.9,29,3,7,NA
bequeath,4.67,1.66,9,2,7,10,1.8,1.01,15,1,4,12,2,1.28,12,1,4,12,2.06,1.52,17,1,5,8,5.21,0.97,14,3,7,16
berate,6.85,1.84,20,3,9,6,3,1.59,20,1,5,4,3.79,1.84,19,1,7,4,3.86,1.96,21,1,7,5,2.7,1.69,23,1,6,6
beseech,5.27,1.01,11,3,7,9,2.43,1.22,14,1,5,13,3,1.5,9,1,5,12,2.58,1.93,12,1,7,12,4.47,1.46,15,1,7,15
beset,4.7,2.71,10,1,9,11,1.55,0.82,11,1,3,14,2.38,2.09,16,1,7,10,1.91,1.58,11,1,6,14,3.92,1.62,12,1,5,17
besiege,6.38,1.69,8,4,9,11,3.25,1.06,12,2,5,12,3.92,1.88,12,1,6,9,3.63,1.8,19,1,7,10,4.13,1.25,15,1,5,14
besmirch,5.4,1.71,10,3,8,12,2.67,1.12,9,1,4,17,2.27,1.35,11,1,5,12,3,1.89,10,1,7,14,3.08,1.68,12,1,7,17
bestow,4.67,1.88,15,2,9,2,2.77,1.11,22,1,5,2,3.81,1.83,21,1,7,4,3.2,1.96,25,1,7,3,6.15,1.57,26,4,9,3
betide,4.5,1.73,4,2,6,16,2.57,0.98,7,1,4,20,1.83,0.98,6,1,3,14,2.33,1.32,9,1,5,15,5,2.1,6,3,9,24
betray,7.58,1.3,19,5,9,NA,2.04,1.19,27,1,5,NA,3.54,2.13,24,1,7,NA,4.84,1.99,25,1,7,NA,1.6,1,30,1,5,NA
betroth,5.58,1.51,12,3,9,6,3.56,1.26,16,1,5,12,3.19,1.87,16,1,7,9,5.25,1.83,20,1,7,9,5.79,1.99,19,2,9,11
bettering,4.94,2.7,17,1,9,3,1.55,0.96,22,1,4,3,2.5,1.84,24,1,7,2,2.45,1.53,22,1,6,3,7.96,1.26,23,5,9,6
beware,6.85,1.95,20,1,9,NA,2.11,1.34,28,1,5,NA,2.38,1.61,24,1,5,NA,3.07,1.71,27,1,7,NA,3.67,1.73,27,1,8,NA
bewilder,7.17,1.25,18,5,9,NA,2.65,1.23,23,1,5,2,3.58,2.09,45,1,7,4,3.93,1.82,28,1,7,2,4.93,1.6,30,1,8,3
bewitch,6.38,1.67,16,2,9,5,2.1,1.22,21,1,4,4,3.38,1.88,21,1,7,5,3.91,2.23,23,1,7,2,3.72,2.05,25,1,9,4
bicker,7.1,1.77,20,2,9,1,4.11,1.13,28,1,5,1,5.7,1.3,27,2,7,1,6.07,1.04,27,4,7,1,2.5,1.44,32,1,6,1
bide,3.93,1.58,15,1,6,6,2.28,1.49,18,1,5,7,2,1.34,20,1,5,6,2.72,1.64,18,1,7,7,4.77,0.75,22,3,6,7
bifurcate,5.29,0.76,7,5,7,11,3.17,1.34,12,1,5,15,2.9,1.45,10,1,5,14,3.75,2.12,8,1,7,14,4.5,1.51,10,1,6,18
billed,5,1.81,18,1,9,NA,2.8,1.35,25,1,5,1,2.77,1.48,22,1,7,1,4.12,2.09,24,1,7,1,3.56,1.42,27,1,5,NA
bisect,4.27,1.68,11,1,6,6,3.33,1.33,18,1,5,7,NA,NA,NA,NA,NA,NA,5.05,1.93,20,1,7,8,4.37,1.61,19,1,8,9
biting,7.05,1.29,22,5,9,1,4.69,0.68,26,2,5,NA,6.4,1,25,4,7,NA,6.33,1.05,24,3,7,NA,3.55,1.89,31,1,9,NA
bitten,7.41,1.33,17,5,9,NA,4.79,0.41,24,4,5,NA,5.96,1.57,25,1,7,NA,6.57,1.07,28,3,7,NA,2.38,1.12,29,1,5,NA
blacken,4.95,1.39,20,2,8,NA,3.71,1.55,24,1,5,1,2.5,2,26,1,7,NA,5.28,2.11,25,1,7,NA,3.9,1.57,29,1,6,NA
blamed,7.5,1.34,18,5,9,NA,2.58,1.36,26,1,5,NA,3.87,2.01,23,1,7,NA,3.88,2.05,25,1,7,NA,1.85,1.03,27,1,4,NA
blaming,6.5,1.89,18,1,9,NA,3.29,1.3,28,1,5,NA,4.08,2.12,25,1,7,NA,4.38,2.08,29,1,7,NA,1.77,0.86,30,1,4,NA
blanch,4,1.63,10,1,7,11,2.82,1.33,17,1,5,12,3.33,2.31,12,1,7,16,3.93,2.22,15,1,7,13,4.8,1.26,15,2,8,18
blanketed,3.17,1.47,12,1,6,1,3.62,1.24,26,1,5,NA,3.83,2.04,23,1,7,NA,5.07,1.88,28,1,7,NA,6.26,1.36,23,3,9,1
blaspheme,6.64,1.55,14,5,9,6,1.89,0.94,19,1,4,9,2.4,1.8,15,1,7,9,2.42,1.68,19,1,7,8,2.89,1.63,19,1,5,8
blather,5.53,1.73,15,3,9,7,3.27,1.39,15,1,5,11,4.33,1.67,12,2,7,11,4.33,1.54,15,2,7,9,4.27,0.96,15,3,6,14
blew,5.79,1.51,19,3,9,NA,4.48,1,25,1,5,NA,5.75,1.45,24,3,7,NA,6.08,1.35,25,2,7,NA,5.17,1.07,29,3,9,NA
blighted,5.92,1.5,13,3,9,8,2.31,0.75,13,1,3,10,2.59,1.66,17,1,6,9,3.18,1.85,17,1,6,9,3.19,1.91,16,1,6,12
blinded,5.95,1.81,22,2,9,NA,4.08,0.98,26,2,5,NA,5.7,1.58,23,2,7,NA,5.5,1.64,24,2,7,NA,2.76,1.33,29,1,5,NA
blindfolded,6.4,1.82,20,2,9,NA,4.78,0.42,23,4,5,NA,6,1.14,27,4,7,NA,6.8,0.58,25,5,7,NA,3.68,1.35,31,1,7,NA
blinked,4.38,2.06,16,1,9,NA,4.88,0.44,25,3,5,NA,6.83,0.64,24,4,7,NA,6.39,1.41,23,2,7,NA,5.29,0.85,28,5,9,NA
blocked,4.95,1.99,21,1,8,NA,3.7,1.35,27,1,5,NA,4.36,2,28,1,7,NA,5.3,1.41,27,2,7,NA,2.71,1.46,28,1,7,NA
blooming,5.4,2.68,20,1,9,NA,3.07,1.33,28,1,5,NA,2.79,1.91,24,1,7,NA,5.74,1.38,27,2,7,NA,7.78,1.48,27,4,9,NA
blossomed,4.62,3.34,16,1,9,NA,3.4,1.15,25,1,5,NA,3,2.17,24,1,7,NA,5.91,1.56,23,2,7,NA,8.14,1.11,28,6,9,NA
blotting,4.56,1.62,18,1,8,1,4.48,0.79,23,2,5,NA,4.75,1.8,20,1,7,1,5.25,1.82,28,1,7,1,4.69,1.41,26,1,7,3
blown,4.67,2.5,15,1,9,NA,4.09,0.75,22,3,5,1,4.22,1.91,27,1,7,NA,5.52,1.91,27,1,7,NA,5.14,1.27,28,3,9,NA
blurred,4.24,1.3,21,1,6,NA,3.17,1.42,29,1,5,NA,2.25,1.32,28,1,5,NA,5.78,2,32,1,7,NA,3.91,1.38,32,1,6,NA
blushing,6.64,2.08,25,2,9,NA,4.64,0.87,28,1,5,NA,6.65,0.8,26,4,7,NA,6.64,0.99,28,3,7,NA,7.06,1.27,32,5,9,NA
bobbed,5.14,1.7,14,1,9,4,4.2,0.7,20,3,5,5,4.64,1.81,42,1,7,7,5.42,1.82,24,1,7,5,5.21,1.34,28,2,9,6
bode,5.67,1.66,9,3,9,7,1.87,0.92,15,1,4,10,2,1.55,16,1,7,8,2.15,1.21,13,1,5,10,4.59,1.06,17,2,6,11
boggle,5.22,1.31,18,2,7,7,2.16,0.96,19,1,4,9,3.14,2.01,21,1,7,5,2.74,1.76,19,1,7,9,4.82,1.4,22,2,8,10
boiled,5.11,2.05,19,1,9,NA,3.54,1.48,28,1,5,NA,2.36,1.7,25,1,7,NA,6.19,1.3,31,1,7,NA,4.67,0.99,33,2,6,NA
bolting,7.17,1.86,18,2,9,3,3.64,1.29,22,1,5,3,4.54,1.98,24,1,7,3,5.78,1.7,23,1,7,3,5.15,1.03,27,3,7,2
bombard,6.68,1.6,19,3,9,NA,3.25,1.32,28,1,5,NA,3.32,2.06,25,1,7,NA,4.68,1.96,31,1,7,NA,3.35,1.68,31,1,6,2
bombed,7.22,1.65,23,5,9,NA,4.12,1.28,26,1,5,NA,3.82,2.16,28,1,7,NA,5.81,1.86,26,1,7,NA,1.82,1.12,28,1,5,NA
bonded,5.22,2.56,23,1,9,NA,3.12,1.07,26,1,5,NA,4.79,1.45,28,2,7,NA,4.88,1.7,26,1,7,NA,7.64,1.83,28,1,9,NA
booked,5.28,1.9,18,1,9,NA,2.54,1.17,26,1,5,NA,3.17,1.85,23,1,7,NA,3.68,1.75,25,1,7,NA,5.3,1.32,27,2,9,NA
booted,6.42,1.3,19,5,9,4,3.62,1.12,21,1,5,5,3.95,1.56,21,1,7,4,5.11,1.63,19,1,7,5,3.26,1.53,27,1,7,4
bordered,4.55,1.36,20,1,7,NA,2.78,1.22,27,1,5,1,2.21,1.89,24,1,7,NA,3.69,1.83,26,1,7,1,4.2,1.12,25,1,5,2
bordering,4.63,1.38,19,1,6,2,2.88,1.3,25,1,5,2,2.4,1.85,25,1,7,3,4.31,2.28,26,1,7,1,5,0.63,26,4,7,2
borrow,4.86,1.46,22,1,7,1,3.6,1.15,25,1,5,1,4.21,1.93,28,1,7,NA,4.77,1.82,26,1,7,NA,4.79,1.71,28,2,9,NA
bossed,6.74,1.25,23,5,9,1,3,1.22,28,1,5,1,4.23,1.77,26,1,7,1,3.46,1.7,26,1,7,2,2.79,1.32,29,1,6,1
bought,6,1.78,20,1,9,NA,4.16,1.14,25,1,5,NA,3.9,2.07,30,1,7,NA,5.31,1.72,26,1,7,NA,7.23,1.41,30,4,9,NA
bounded,6.37,1.64,19,3,9,NA,3.61,1.08,23,1,5,1,4.9,1.76,21,1,7,NA,4.93,2.15,29,1,7,NA,4.7,2.09,27,1,9,2
bounding,6.28,2.02,18,1,9,NA,3,1.55,26,1,5,NA,4,1.98,23,1,7,NA,4.39,2.13,23,1,7,2,5.65,1.52,26,3,9,1
brag,6.05,1.56,21,3,9,NA,2.83,1.23,29,1,5,NA,4.14,2.16,28,1,7,NA,4.14,2.05,28,1,7,NA,3.03,1.13,33,1,6,NA
bragging,6.09,1.24,23,4,9,NA,3.23,1.42,26,1,5,NA,4.04,1.65,25,1,7,NA,5.12,1.96,24,1,7,NA,2.9,1.72,31,1,7,NA
braiding,4,1.86,19,1,7,NA,4.65,0.65,23,3,5,NA,5.85,1.35,27,2,7,NA,6.6,0.65,25,5,7,NA,6.07,1.28,30,4,9,NA
brainwash,5.92,1.85,13,2,9,NA,2.04,1.43,26,1,5,NA,3.7,2.14,23,1,7,NA,4.44,1.87,27,1,7,NA,2.5,1.38,24,1,6,NA
branched,4.92,1.02,24,2,7,NA,2.37,1.24,27,1,5,2,2.52,1.85,25,1,7,2,3.65,2.13,26,1,7,2,5.57,1.25,30,4,9,NA
branded,5.52,1.54,21,3,9,NA,3.21,1.1,28,1,5,1,2.63,1.74,27,1,6,1,4.93,2.12,28,1,7,NA,4.39,1.41,31,1,7,2
brandish,6.47,1.46,15,5,9,6,3.62,1.54,16,1,5,6,4.27,2.28,15,1,7,9,4.2,2.09,20,1,7,10,4,2.25,20,1,9,8
breastfeed,4.44,1.71,25,1,8,NA,4.89,0.42,28,3,5,NA,6.81,0.49,26,5,7,NA,6.93,0.26,28,6,7,NA,6.06,1.37,32,4,9,NA
breathed,2.05,1.4,21,1,6,NA,4.77,0.43,22,4,5,NA,6.88,0.61,24,4,7,NA,5.93,1.82,30,1,7,NA,7.1,1.65,29,4,9,NA
brighten,7,2.24,19,2,9,NA,2.88,1.39,25,1,5,NA,2.39,1.53,23,1,5,NA,5.82,1.74,28,1,7,NA,8.56,0.8,27,6,9,NA
broaden,4.5,1.41,24,1,7,NA,2.28,1.16,29,1,5,NA,2.89,1.89,27,1,7,NA,3.96,1.67,28,1,7,NA,5.73,1.11,30,4,9,NA
brought,4.9,1.65,20,1,8,NA,3.75,1.33,24,1,5,NA,4.32,1.89,25,1,7,NA,4.46,2.12,28,1,7,NA,6.37,1.87,30,1,9,NA
browbeat,6,1.31,8,4,8,7,2.75,0.96,4,2,4,21,2.43,1.4,7,1,5,19,2.57,2.07,7,1,6,24,4.11,1.17,9,2,5,23
browse,4.33,2.06,21,1,9,NA,3.48,1.37,27,1,5,NA,4.21,2.2,28,1,7,NA,5.41,1.58,27,1,7,NA,5.68,0.9,28,5,8,NA
brushed,4.26,2.05,19,1,9,NA,4.62,0.88,24,1,5,NA,5.48,1.63,21,1,7,NA,6.31,1.14,29,3,7,NA,5.86,1.27,29,5,9,NA
brutalize,7.56,1.5,18,4,9,1,3.35,1.38,26,1,5,1,4.88,2.03,24,1,7,NA,5.32,1.95,25,1,7,NA,1.47,1.11,30,1,6,NA
bucked,6.58,1.44,12,4,9,3,3.74,1.05,19,2,5,6,3.56,2.37,16,1,7,10,4.83,2.01,23,1,7,8,4.09,1.15,22,2,6,10
